Key 	A03.003_Az_T00130.txt_000001_to_1064.txt 	A01.003_Dan_T00030.txt_000001_to_450.txt 	A01.003_Dan_T00030.txt_000451_to_900.txt 	A01.003_Dan_T00030.txt_000901_to_1350.txt 	A01.003_Dan_T00030.txt_001351_to_1800.txt 	A01.003_Dan_T00030.txt_001801_to_2250.txt 	A01.003_Dan_T00030.txt_002251_to_2700.txt 	A01.003_Dan_T00030.txt_002701_to_3150.txt 	A01.003_Dan_T00030.txt_003151_to_3600.txt 	A01.003_Dan_T00030.txt_003601_to_4050.txt 	A01.003_Dan_T00030.txt_004051_to_4472.txt 
manlican	0	0	0	1	0	0	0	0	0	0	0
s&aelig;t	0	0	1	0	0	0	0	0	0	0	0
hryre	0	0	0	0	0	0	0	0	0	1	0
clammum	0	0	0	0	0	0	0	1	0	0	0
lytel	0	0	0	0	0	0	0	0	0	1	0
woruldcr&aelig;fta	0	0	0	0	0	1	0	0	0	0	0
beorgas	0	0	0	0	0	0	1	0	0	0	0
w&aelig;g	0	0	0	0	0	1	0	0	0	0	0
beot	0	0	0	0	1	0	0	0	0	0	0
orlegra	0	0	0	0	0	0	0	0	0	0	1
si&thorn;e	1	0	0	0	0	0	0	0	0	0	0
wyrtruma	0	0	0	0	0	0	0	0	1	0	0
writan	0	0	0	0	0	0	0	0	0	0	1
geocre	0	0	0	1	0	0	0	0	0	0	0
buga&thorn;	1	0	0	0	0	0	0	0	0	0	0
foremihtig	0	0	0	0	0	0	0	0	0	1	0
gewlitegad	1	0	0	0	0	0	0	0	0	0	0
ni&thorn;a	0	0	0	0	0	1	0	0	0	0	0
weold	0	0	0	0	0	0	0	0	0	1	0
deorum	0	0	0	0	0	0	0	0	1	0	0
&aelig;lmyssan	0	0	0	0	0	0	0	0	1	0	0
snyttro	0	0	0	0	0	0	0	1	0	0	0
hebban	1	0	0	0	0	0	0	0	0	0	0
herran	0	0	0	0	0	0	1	0	0	0	0
nehstum	0	0	0	0	0	0	1	0	0	0	0
geflymed	0	0	0	0	1	0	0	0	0	0	0
seolfes	0	0	0	0	0	0	0	1	0	0	0
dreame	0	0	0	0	1	0	0	0	0	0	0
fracu&thorn;	1	0	0	0	0	0	0	0	0	0	0
brytenrices	1	0	0	0	0	0	0	0	0	0	0
efnde	0	0	0	1	0	0	0	0	0	0	0
fer&thorn;e	1	0	0	0	0	0	0	0	0	0	0
werode	0	0	1	0	0	0	0	0	0	0	0
goldhord	0	1	0	0	0	0	0	0	0	0	0
witgode	0	0	0	0	0	0	0	0	1	0	0
aforon	0	1	0	0	0	0	0	0	0	0	0
minra	0	0	0	0	0	0	0	1	0	0	0
brynebrogan	1	0	0	0	0	0	0	0	0	0	0
werudes	0	1	0	0	0	0	0	0	0	0	0
gearu	0	0	1	0	0	0	0	0	0	0	0
dema	0	0	0	0	0	0	0	1	0	0	0
ealdornere	1	0	0	0	0	0	0	0	0	0	0
windruncen	0	0	0	0	0	0	0	0	0	0	1
fyll	0	0	0	0	0	0	0	1	0	0	0
gedygdon	1	0	0	0	0	0	0	0	0	0	0
deora	0	0	0	0	0	0	0	0	0	1	0
lean	0	0	0	0	0	0	1	0	0	0	0
&thorn;eh	0	0	0	0	0	0	0	1	0	0	0
haten	0	0	0	0	0	0	0	0	1	0	0
rodora	0	0	0	0	1	0	0	0	0	0	0
mores	0	0	0	0	0	0	0	0	1	0	0
h&aelig;&thorn;encyninga	0	1	0	0	0	0	0	0	0	0	0
hergas	0	0	0	0	0	0	0	0	0	0	1
swutol	0	0	0	0	0	0	0	1	0	0	0
leoht	0	0	0	0	0	1	0	0	0	0	0
grimme	0	0	0	1	0	0	0	0	0	0	0
hleo&thorn;orcwidas	1	0	0	0	0	0	0	0	0	0	0
sceod	0	0	0	0	0	0	0	1	0	0	0
&thorn;eostro	0	0	0	0	0	1	0	0	0	0	0
holt	0	0	0	0	0	0	0	0	1	0	0
sel	0	0	0	0	0	0	0	1	0	0	0
heahbyrig	0	0	0	0	0	0	0	0	0	0	1
ahte	0	0	0	0	0	0	0	0	0	1	0
&aelig;&thorn;ele	0	0	1	0	0	0	0	0	0	0	0
ealdormen	0	0	0	0	0	0	0	0	0	1	0
cwealme	0	0	0	0	0	0	0	1	0	0	0
wisde	0	1	0	0	0	0	0	0	0	0	0
wyrtum	0	0	0	0	0	0	0	1	0	0	0
ondsacan	1	0	0	0	0	0	0	0	0	0	0
wunode	0	0	1	0	0	0	0	0	0	0	0
cyne&thorn;rymme	0	0	0	0	0	0	0	0	0	0	1
bewr&aelig;ce	1	0	0	0	0	0	0	0	0	0	0
&thorn;afigan	0	0	0	1	0	0	0	0	0	0	0
awacodon	0	0	0	1	0	0	0	0	0	0	0
efne	0	0	0	0	1	0	0	0	0	0	0
wordcwide	0	0	0	0	0	0	0	0	1	0	0
wilnedan	0	0	0	1	0	0	0	0	0	0	0
wise	0	0	0	0	0	0	0	1	0	0	0
scyde	0	0	0	0	1	0	0	0	0	0	0
spr&aelig;c	0	0	0	0	0	0	0	1	0	0	0
de&thorn;	0	0	0	0	0	0	0	1	0	0	0
burhware	0	0	0	1	0	0	0	0	0	0	0
grene	0	0	0	0	0	0	0	1	0	0	0
lyhte	0	0	1	0	0	0	0	0	0	0	0
salem	0	1	0	0	0	0	0	0	0	0	0
y&thorn;e	1	0	0	0	0	0	0	0	0	0	0
weroda	0	0	0	0	0	1	0	0	0	0	0
so&thorn;f&aelig;stra	0	0	0	0	0	0	1	0	0	0	0
higecr&aelig;ft	0	0	1	0	0	0	0	0	0	0	0
frym&thorn;e	0	1	0	0	0	0	0	0	0	0	0
hlisan	1	0	0	0	0	0	0	0	0	0	0
lofe	1	0	0	0	0	0	0	0	0	0	0
hra&thorn;ost	1	0	0	0	0	0	0	0	0	0	0
gebede	0	0	0	1	0	0	0	0	0	0	0
diran	0	0	0	1	0	0	0	0	0	0	0
&thorn;isse	0	0	0	1	0	0	0	0	0	0	0
m&aelig;rne	1	0	0	0	0	0	0	0	0	0	0
h&aelig;fdest	0	0	0	0	0	1	0	0	0	0	0
freagleawe	0	0	1	0	0	0	0	0	0	0	0
moston	0	1	0	0	0	0	0	0	0	0	0
o&thorn;stod	0	0	0	0	0	0	0	1	0	0	0
iiii	1	0	0	0	0	0	0	0	0	0	0
brice	1	0	0	0	0	0	0	0	0	0	0
feld	0	0	0	0	0	0	0	0	1	0	0
gel&aelig;ddon	0	1	0	0	0	0	0	0	0	0	0
fur&thorn;or	0	0	1	0	0	0	0	0	0	0	0
mor&thorn;re	0	0	0	0	0	0	1	0	0	0	0
nalles	0	0	0	0	0	0	0	1	0	0	0
ymbe	0	0	0	0	0	0	0	0	1	0	0
f&aelig;&thorn;mum	0	0	0	0	1	0	0	0	0	0	0
owihtes	0	0	0	0	0	0	1	0	0	0	0
hweorfa&thorn;	1	0	0	0	0	0	0	0	0	0	0
boca	0	1	0	0	0	0	0	0	0	0	0
seolfre	0	1	0	0	0	0	0	0	0	0	0
winterbiter	0	0	0	0	0	1	0	0	0	0	0
si&thorn;f&aelig;t	0	0	0	0	0	0	0	0	0	1	0
ag&aelig;f	0	0	0	0	0	0	1	0	0	0	0
m&aelig;gen&thorn;reat	0	1	0	0	0	0	0	0	0	0	0
gewand	0	0	0	0	1	0	0	0	0	0	0
gemunan	0	0	1	0	0	0	0	0	0	0	0
ligeword	0	0	0	0	0	0	0	0	0	0	1
h&aelig;&thorn;enum	0	1	0	0	0	0	0	0	0	0	0
brytnedon	0	0	0	0	0	0	0	0	0	0	1
fri&thorn;es	0	0	0	1	0	0	0	0	0	0	0
wandode	0	0	0	0	0	0	0	0	1	0	0
&thorn;ancia&thorn;	0	0	0	0	0	0	1	0	0	0	0
spreca&thorn;	0	0	0	0	0	0	1	0	0	0	0
edsceafte	0	0	1	0	0	0	0	0	0	0	0
cneow	0	0	0	0	0	0	0	0	0	1	0
&thorn;eowned	0	0	0	0	0	1	0	0	0	0	0
sacerdas	1	0	0	0	0	0	0	0	0	0	0
babilonie	0	0	0	1	0	0	0	0	0	0	0
banum	0	0	0	0	0	0	1	0	0	0	0
fiscas	1	0	0	0	0	0	0	0	0	0	0
weg	0	0	0	0	0	0	0	1	0	0	0
f&aelig;gre	0	0	0	0	0	0	0	1	0	0	0
usse	1	0	0	0	0	0	0	0	0	0	0
fyrend&aelig;dum	0	0	0	0	0	1	0	0	0	0	0
genipu	1	0	0	0	0	0	0	0	0	0	0
f&aelig;stne	0	0	0	0	0	0	0	1	0	0	0
wilnian	0	0	0	1	0	0	0	0	0	0	0
beorgan	1	0	0	0	0	0	0	0	0	0	0
wyrt	1	0	0	0	0	0	0	0	0	0	0
hafa&thorn;	1	0	0	0	0	0	0	0	0	0	0
gleawost	0	1	0	0	0	0	0	0	0	0	0
leohte	1	0	0	0	0	0	0	0	0	0	0
upcyme	0	0	0	0	0	0	1	0	0	0	0
readan	0	1	0	0	0	0	0	0	0	0	0
ead	0	0	0	0	0	0	0	0	0	1	0
e&thorn;elland	0	1	0	0	0	0	0	0	0	0	0
w&aelig;gas	1	0	0	0	0	0	0	0	0	0	0
trymede	0	0	0	0	0	0	0	0	1	0	0
nabocodonossor	1	0	0	0	0	0	0	0	0	0	0
holmas	1	0	0	0	0	0	0	0	0	0	0
liffrean	0	0	0	0	0	0	1	0	0	0	0
cynn	1	0	0	0	0	0	0	0	0	0	0
wese	1	0	0	0	0	0	0	0	0	0	0
rica	0	0	0	0	0	0	0	0	1	0	0
mara	0	0	0	0	0	0	0	1	0	0	0
cyrdon	0	0	0	0	0	0	1	0	0	0	0
&thorn;inga	0	0	0	0	0	0	0	0	1	0	0
lifigen	0	0	0	0	0	1	0	0	0	0	0
&aelig;lmihtiges	0	0	0	0	1	0	0	0	0	0	0
heton	0	0	0	1	0	0	0	0	0	0	0
bigong	1	0	0	0	0	0	0	0	0	0	0
bewr&aelig;con	0	0	0	0	1	0	0	0	0	0	0
ealdgecynd	1	0	0	0	0	0	0	0	0	0	0
witon	1	0	0	0	0	0	0	0	0	0	0
feoh	0	1	0	0	0	0	0	0	0	0	0
meda	0	0	0	0	0	0	0	0	0	1	0
m&aelig;sseras	1	0	0	0	0	0	0	0	0	0	0
fr&aelig;twa	0	1	0	0	0	0	0	0	0	0	0
gewemmed	0	0	0	0	0	0	1	0	0	0	0
aldorfrea	0	1	0	0	0	0	0	0	0	0	0
reccend	0	0	0	0	0	0	0	0	1	0	0
r&aelig;das	0	0	0	0	0	0	0	1	0	0	0
t&aelig;hte	0	1	0	0	0	0	0	0	0	0	0
bleda	0	0	0	0	0	0	0	1	0	0	0
aban	0	0	0	0	0	0	1	0	0	0	0
befolen	0	0	0	0	0	0	0	0	1	0	0
&thorn;rah	0	0	0	0	0	0	0	0	1	0	0
weorc	0	1	0	0	0	0	0	0	0	0	0
gerysna	0	0	0	0	0	0	1	0	0	0	0
ongytan	1	0	0	0	0	0	0	0	0	0	0
sond	1	0	0	0	0	0	0	0	0	0	0
geseted	0	0	0	0	0	0	0	0	0	1	0
eastwegas	0	1	0	0	0	0	0	0	0	0	0
brandas	0	0	0	0	1	0	0	0	0	0	0
fara&thorn;	1	0	0	0	0	0	0	0	0	0	0
egesa	0	0	0	0	0	0	0	1	0	0	0
gedon	0	0	0	1	0	0	0	0	0	0	0
unwemme	1	0	0	0	0	0	0	0	0	0	0
heofondreame	1	0	0	0	0	0	0	0	0	0	0
secge	0	0	0	0	0	0	0	0	0	0	1
w&aelig;pna	0	1	0	0	0	0	0	0	0	0	0
a&thorn;encean	0	0	1	0	0	0	0	0	0	0	0
gad	0	0	1	0	0	0	0	0	0	0	0
eargrund	1	0	0	0	0	0	0	0	0	0	0
blican	0	0	0	0	0	0	0	0	1	0	0
&thorn;rowode	0	0	0	0	0	0	0	0	0	1	0
sealtne	0	0	0	0	0	1	0	0	0	0	0
womma	0	0	0	0	1	0	0	0	0	0	0
&thorn;eonydum	0	0	0	0	1	0	0	0	0	0	0
widferende	1	0	0	0	0	0	0	0	0	0	0
oftor	0	0	0	0	0	0	0	0	0	0	1
n&aelig;fre	1	0	0	0	0	0	0	0	0	0	0
riht	0	0	0	1	0	0	0	0	0	0	0
ges&aelig;t	0	0	0	0	0	0	0	0	0	0	1
genumen	0	0	0	0	0	1	0	0	0	0	0
gumum	0	0	0	1	0	0	0	0	0	0	0
gebedu	0	0	0	1	0	0	0	0	0	0	0
hebreos	0	1	0	0	0	0	0	0	0	0	0
domlice	1	0	0	0	0	0	0	0	0	0	0
gemyndgast	0	0	0	0	0	0	0	0	1	0	0
endelean	0	0	0	1	0	0	0	0	0	0	0
wealle	0	0	0	0	0	0	0	0	0	0	1
lengde	0	0	0	0	0	0	0	0	0	1	0
ea&thorn;ost	0	1	0	0	0	0	0	0	0	0	0
moldan	0	0	0	0	0	0	0	0	1	0	0
forh&aelig;fed	0	0	1	0	0	0	0	0	0	0	0
ongunnon	0	0	0	0	0	0	0	0	0	0	1
saule	1	0	0	0	0	0	0	0	0	0	0
ebreum	0	1	0	0	0	0	0	0	0	0	0
gulpon	0	0	0	0	0	0	0	0	0	0	1
bolgenmod	0	0	0	1	0	0	0	0	0	0	0
iudea	0	0	0	0	0	0	0	0	0	0	1
w&aelig;fran	0	0	0	0	1	0	0	0	0	0	0
cl&aelig;num	1	0	0	0	0	0	0	0	0	0	0
foron	0	1	0	0	0	0	0	0	0	0	0
witga	0	0	1	0	0	0	0	0	0	0	0
geworden	0	0	0	0	0	0	0	0	0	1	0
alet	0	0	0	0	1	0	0	0	0	0	0
eallswa	0	1	0	0	0	0	0	0	0	0	0
anwod	0	1	0	0	0	0	0	0	0	0	0
heofenum	0	0	0	0	0	1	0	0	0	0	0
swelta&thorn;	0	0	1	0	0	0	0	0	0	0	0
yfel	0	0	0	1	0	0	0	0	0	0	0
oncw&aelig;&thorn;	0	0	0	1	0	0	0	0	0	0	0
spel	0	0	0	0	0	0	0	1	0	0	0
unhold	0	1	0	0	0	0	0	0	0	0	0
drearung	0	0	0	0	0	1	0	0	0	0	0
besw&aelig;led	0	0	0	0	0	0	1	0	0	0	0
eagum	0	0	0	0	0	0	1	0	0	0	0
weoh	0	0	0	1	0	0	0	0	0	0	0
r&aelig;dleas	0	0	0	1	0	0	0	0	0	0	0
ge&thorn;afian	0	0	0	0	0	0	0	0	0	1	0
sylf	0	0	0	0	0	0	0	0	0	1	0
belocene	0	0	0	0	0	0	0	0	0	0	1
wiht	0	0	0	0	0	0	0	1	0	0	0
gewur&thorn;ad	0	0	0	0	0	0	1	0	0	0	0
w&aelig;stmum	1	0	0	0	0	0	0	0	0	0	0
gleawe	1	0	0	0	0	0	0	0	0	0	0
wineleasne	0	0	0	0	0	0	0	0	1	0	0
drihtenweard	0	0	0	0	0	0	0	0	1	0	0
gesette	1	0	0	0	0	0	0	0	0	0	0
cneomagum	0	0	0	0	0	0	0	0	0	0	1
esnas	0	0	0	0	1	0	0	0	0	0	0
lifwelan	0	1	0	0	0	0	0	0	0	0	0
r&aelig;des	0	1	0	0	0	0	0	0	0	0	0
hremde	0	0	0	0	0	0	0	0	0	0	1
b&aelig;rnan	0	0	0	0	1	0	0	0	0	0	0
teode	0	0	0	1	0	0	0	0	0	0	0
ongeaton	1	0	0	0	0	0	0	0	0	0	0
heane	0	0	1	0	0	0	0	0	0	0	0
&aelig;htum	0	1	0	0	0	0	0	0	0	0	0
oferhygd	0	0	0	0	0	0	0	1	0	0	0
wille	0	0	0	0	0	0	0	0	0	1	0
&aelig;tgongan	1	0	0	0	0	0	0	0	0	0	0
sorh	0	0	1	0	0	0	0	0	0	0	0
ceapian	0	0	0	0	0	0	0	0	0	0	1
aworpe	0	0	0	0	0	0	0	0	1	0	0
wunden	0	0	0	0	0	0	0	0	0	1	0
ungescead	0	0	0	0	1	0	0	0	0	0	0
toswengde	1	0	0	0	0	0	0	0	0	0	0
rest	0	0	0	0	0	0	0	0	1	0	0
tide	0	0	0	0	0	0	0	0	1	0	0
burge	0	0	0	1	0	0	0	0	0	0	0
e&thorn;ne	0	1	0	0	0	0	0	0	0	0	0
woman	0	0	0	0	0	0	0	0	1	0	0
gef&aelig;gon	0	0	0	0	1	0	0	0	0	0	0
unlytel	0	0	0	0	0	0	0	0	1	0	0
fyrstmearc	0	0	0	0	0	0	0	0	1	0	0
g&aelig;delingum	0	0	0	0	0	0	1	0	0	0	0
h&aelig;dre	1	0	0	0	0	0	0	0	0	0	0
budon	0	1	0	0	0	0	0	0	0	0	0
w&aelig;lhreow	0	1	0	0	0	0	0	0	0	0	0
bitera	0	0	0	1	0	0	0	0	0	0	0
acolmod	1	0	0	0	0	0	0	0	0	0	0
deofles	0	1	0	0	0	0	0	0	0	0	0
gelyfde	0	0	0	0	0	0	1	0	0	0	0
snawas	0	0	0	0	0	1	0	0	0	0	0
brema&thorn;	0	0	0	0	0	0	1	0	0	0	0
hlaford	0	0	0	0	0	0	0	0	0	1	0
wecga&thorn;	0	0	0	0	0	0	1	0	0	0	0
derede	0	0	0	0	1	0	0	0	0	0	0
ni&thorn;wracum	0	0	0	0	0	0	0	0	0	1	0
feor&thorn;a	0	0	0	0	0	1	0	0	0	0	0
swi&thorn;es	1	0	0	0	0	0	0	0	0	0	0
abrocen	0	1	0	0	0	0	0	0	0	0	0
tirum	0	0	0	0	0	1	0	0	0	0	0
menigo	0	0	0	0	0	0	0	1	0	0	0
sumera	0	0	0	0	1	0	0	0	0	0	0
sendon	0	0	0	0	0	0	1	0	0	0	0
&thorn;rym	0	0	1	0	0	0	0	0	0	0	0
&aelig;rende	1	0	0	0	0	0	0	0	0	0	0
acwellan	1	0	0	0	0	0	0	0	0	0	0
weld&aelig;dum	1	0	0	0	0	0	0	0	0	0	0
w&aelig;stem	1	0	0	0	0	0	0	0	0	0	0
seofan	0	0	0	0	0	0	0	0	1	0	0
deofold&aelig;dum	0	1	0	0	0	0	0	0	0	0	0
nydde	0	0	0	1	0	0	0	0	0	0	0
wr&aelig;c	0	0	0	0	0	0	0	0	1	0	0
sawle	0	0	0	0	0	0	1	0	0	0	0
adzarias	0	0	0	0	0	0	1	0	0	0	0
gemenged	0	0	0	1	0	0	0	0	0	0	0
hierusalem	0	1	0	0	0	0	0	0	0	0	0
lifde	0	0	1	0	0	0	0	0	0	0	0
weorc&thorn;eowum	0	1	0	0	0	0	0	0	0	0	0
butan	0	0	0	0	0	0	0	0	1	0	0
wealla	0	0	0	0	0	0	0	0	0	0	1
angin	0	0	1	0	0	0	0	0	0	0	0
snaw	1	0	0	0	0	0	0	0	0	0	0
gromhydig	1	0	0	0	0	0	0	0	0	0	0
aldordom	0	0	0	0	0	0	0	0	0	1	0
al&aelig;ten	0	0	0	0	1	0	0	0	0	0	0
gebead	0	0	0	0	0	0	1	0	0	0	0
sele	0	0	0	0	0	0	0	0	0	0	1
gyld	0	0	0	1	0	0	0	0	0	0	0
hluttre	1	0	0	0	0	0	0	0	0	0	0
&aelig;cr&aelig;ftas	0	1	0	0	0	0	0	0	0	0	0
&thorn;egnum	0	0	1	0	0	0	0	0	0	0	0
bryttedon	0	0	0	0	0	0	0	0	0	1	0
bun	0	0	0	0	0	0	0	0	0	0	1
gecynde	0	1	0	0	0	0	0	0	0	0	0
wedera	0	0	0	0	0	1	0	0	0	0	0
arna	0	0	0	0	1	0	0	0	0	0	0
gifre	1	0	0	0	0	0	0	0	0	0	0
me&thorn;elstede	0	0	1	0	0	0	0	0	0	0	0
runcr&aelig;ftige	0	0	0	0	0	0	0	0	0	0	1
ceald	0	0	0	0	0	1	0	0	0	0	0
wr&aelig;clic	0	0	0	0	1	0	0	0	0	0	0
hlypum	0	0	0	0	0	0	0	0	1	0	0
r&aelig;de	1	0	0	0	0	0	0	0	0	0	0
sindon	1	0	0	0	0	0	0	0	0	0	0
babilones	0	1	0	0	0	0	0	0	0	0	0
stode	0	0	0	0	0	0	0	1	0	0	0
gehyge	0	0	0	0	0	0	0	0	1	0	0
cwelm	0	0	0	0	0	0	0	0	0	1	0
&thorn;olia&thorn;	0	0	0	0	0	1	0	0	0	0	0
bletsie	0	0	0	0	0	0	1	0	0	0	0
wende	0	0	0	0	0	0	0	1	0	0	0
minsode	0	0	0	0	1	0	0	0	0	0	0
restende	0	0	0	0	0	0	0	0	1	0	0
m&aelig;gene	0	1	0	0	0	0	0	0	0	0	0
lagostreamas	0	0	0	0	0	0	1	0	0	0	0
cwale	0	0	0	1	0	0	0	0	0	0	0
sealt	1	0	0	0	0	0	0	0	0	0	0
earfo&thorn;si&thorn;as	0	0	0	0	0	0	0	0	0	1	0
&aelig;lbeorht	0	0	0	0	0	1	0	0	0	0	0
lust	0	0	0	0	1	0	0	0	0	0	0
unwaclice	0	0	0	0	0	0	0	0	0	1	0
&thorn;egn	0	0	0	0	0	0	1	0	0	0	0
ar&aelig;rde	0	0	0	1	0	0	0	0	0	0	0
oferf&aelig;&thorn;mde	0	0	0	0	0	0	0	1	0	0	0
anmod	0	0	0	1	0	0	0	0	0	0	0
o&thorn;er	0	0	1	0	0	0	0	0	0	0	0
ealdfeondum	0	0	0	0	0	0	1	0	0	0	0
onw&aelig;cnan	1	0	0	0	0	0	0	0	0	0	0
ges&aelig;ledne	0	0	0	0	0	0	0	1	0	0	0
w&aelig;tersprync	0	0	0	0	0	0	1	0	0	0	0
wyrcean	0	1	0	0	0	0	0	0	0	0	0
cempan	0	0	0	0	0	0	0	0	0	0	1
widost	0	0	1	0	0	0	0	0	0	0	0
geearnia&thorn;	1	0	0	0	0	0	0	0	0	0	0
worlde	0	0	0	0	0	0	1	0	0	0	0
werigra	0	0	0	0	1	0	0	0	0	0	0
gramlice	0	0	0	0	0	0	0	0	0	0	1
ure	1	0	0	0	0	0	0	0	0	0	0
geornlice	1	0	0	0	0	0	0	0	0	0	0
winburh	0	1	0	0	0	0	0	0	0	0	0
forht	0	0	0	0	0	0	0	0	0	0	1
hordm&aelig;gen	0	0	0	0	0	0	0	0	0	1	0
so&thorn;cwidum	0	0	0	0	0	0	1	0	0	0	0
nergenne	0	0	0	0	1	0	0	0	0	0	0
inge&thorn;oncum	1	0	0	0	0	0	0	0	0	0	0
wynlico	1	0	0	0	0	0	0	0	0	0	0
woruld	0	0	1	0	0	0	0	0	0	0	0
forfangen	0	0	0	0	0	0	0	0	0	1	0
wod	0	0	0	0	0	0	0	0	0	1	0
onwealca&thorn;	1	0	0	0	0	0	0	0	0	0	0
gewyrhto	0	0	0	0	0	0	1	0	0	0	0
f&aelig;rgryre	0	0	0	0	0	0	0	1	0	0	0
earmsceapen	0	0	0	0	0	0	0	0	0	1	0
hlifigan	0	0	0	0	0	0	0	0	1	0	0
beseah	0	0	0	0	0	0	0	0	0	1	0
gel&aelig;ste	0	0	0	1	0	0	0	0	0	0	0
weaxa&thorn;	1	0	0	0	0	0	0	0	0	0	0
su&thorn;an	0	1	0	0	0	0	0	0	0	0	0
forstas	0	0	0	0	0	1	0	0	0	0	0
&thorn;anc	0	0	0	0	0	1	0	0	0	0	0
glade	0	0	0	0	0	0	1	0	0	0	0
wi&thorn;erbreca	0	0	0	0	0	0	0	0	1	0	0
hamsittende	0	0	0	0	0	0	0	0	0	1	0
af&aelig;stnod	0	1	0	0	0	0	0	0	0	0	0
mihtigran	0	0	0	0	0	0	0	0	0	0	1
beo&thorn;	1	0	0	0	0	0	0	0	0	0	0
burhge	0	0	0	0	0	0	0	0	0	0	1
andswaredon	0	0	1	0	0	0	0	0	0	0	0
gelyfest	0	0	0	0	0	0	0	0	1	0	0
hleo&thorn;rade	0	0	0	0	1	0	0	0	0	0	0
oferhygde	0	0	1	0	0	0	0	0	0	0	0
unscyndne	0	0	0	0	0	0	0	0	0	0	1
gewordene	0	0	0	0	0	0	0	1	0	0	0
bewreah	1	0	0	0	0	0	0	0	0	0	0
name	0	0	0	0	0	0	0	1	0	0	0
gehygdum	0	1	0	0	0	0	0	0	0	0	0
gifen	0	1	0	0	0	0	0	0	0	0	0
est	0	0	0	1	0	0	0	0	0	0	0
wroht	0	0	0	0	0	0	1	0	0	0	0
modhwatan	0	0	0	0	0	1	0	0	0	0	0
gerume	0	0	0	0	1	0	0	0	0	0	0
seon	0	0	0	0	0	0	0	0	0	0	1
beorn	0	0	1	0	0	0	0	0	0	0	0
w&aelig;de	0	0	1	0	0	0	0	0	0	0	0
hy	1	0	0	0	0	0	0	0	0	0	0
hete	0	0	0	0	0	0	0	0	0	1	0
con	1	0	0	0	0	0	0	0	0	0	0
beacen	0	0	0	0	0	0	0	1	0	0	0
lufia&thorn;	0	0	0	0	0	0	1	0	0	0	0
alysde	0	0	0	0	0	0	1	0	0	0	0
gefremede	0	0	0	1	0	0	0	0	0	0	0
arehte	0	0	0	0	0	0	0	0	0	0	1
nerigende	0	0	0	0	0	1	0	0	0	0	0
babilonige	0	0	0	1	0	0	0	0	0	0	0
r&aelig;rde	0	0	0	1	0	0	0	0	0	0	0
earfo&thorn;m&aelig;cg	0	0	0	0	0	0	0	0	0	1	0
isace	1	0	0	0	0	0	0	0	0	0	0
fr&aelig;twe	0	0	0	0	0	0	0	0	0	0	1
swilce	0	0	0	0	0	0	0	1	0	0	0
landgesceaft	0	0	0	0	0	1	0	0	0	0	0
geondsawen	0	0	0	0	1	0	0	0	0	0	0
cyningdome	0	0	0	0	0	0	0	0	1	0	0
cniehtas	1	0	0	0	0	0	0	0	0	0	0
gumrices	0	0	0	1	0	0	0	0	0	0	0
gehwurfe	0	0	0	1	0	0	0	0	0	0	0
mancynnes	0	1	0	0	0	0	0	0	0	0	0
hofe	0	0	0	0	0	0	0	0	1	0	0
heorta	0	0	0	0	0	0	0	0	1	0	0
ufon	1	0	0	0	0	0	0	0	0	0	0
scine&thorn;	0	0	0	0	1	0	0	0	0	0	0
ofstlice	0	0	0	0	0	0	0	0	0	1	0
nyten	1	0	0	0	0	0	0	0	0	0	0
asecganne	0	0	1	0	0	0	0	0	0	0	0
swi&thorn;an	0	0	0	0	0	1	0	0	0	0	0
&thorn;eowas	1	0	0	0	0	0	0	0	0	0	0
treowum	0	0	0	0	0	1	0	0	0	0	0
bresne	0	0	0	1	0	0	0	0	0	0	0
duna	1	0	0	0	0	0	0	0	0	0	0
toswende	0	0	0	0	0	1	0	0	0	0	0
rohton	0	0	0	1	0	0	0	0	0	0	0
n&aelig;ron	0	0	1	0	0	0	0	0	0	0	0
sin	0	0	0	0	0	0	0	0	0	0	1
duge&thorn;e	0	0	0	0	0	0	0	0	0	0	1
egeslicu	0	0	0	0	0	0	0	0	1	0	0
frecnan	0	0	0	0	0	0	0	1	0	0	0
&thorn;rim	1	0	0	0	0	0	0	0	0	0	0
onginnan	0	0	0	1	0	0	0	0	0	0	0
la&thorn;	0	0	0	0	1	0	0	0	0	0	0
m&aelig;tra	0	0	0	0	0	0	0	0	0	1	0
sealte	0	0	0	0	0	0	1	0	0	0	0
l&aelig;g	0	0	0	0	0	0	0	0	0	1	0
&thorn;egna	0	1	0	0	0	0	0	0	0	0	0
liffruman	0	0	0	0	0	0	0	0	0	1	0
leohtran	0	0	0	0	0	0	0	0	0	1	0
egle	0	0	0	0	0	0	0	0	0	1	0
moyses	0	1	0	0	0	0	0	0	0	0	0
cunnon	0	0	1	0	0	0	0	0	0	0	0
scufan	0	0	0	1	0	0	0	0	0	0	0
guma	1	0	0	0	0	0	0	0	0	0	0
forbr&aelig;con	0	0	0	0	0	0	0	0	0	0	1
fri&thorn;	0	0	0	0	0	0	0	1	0	0	0
monige	0	0	0	0	0	0	0	0	1	0	0
sines	0	0	1	0	0	0	0	0	0	0	0
felda	0	0	0	1	0	0	0	0	0	0	0
wildra	0	0	0	0	0	0	0	0	0	1	0
langung	0	1	0	0	0	0	0	0	0	0	0
sceolon	1	0	0	0	0	0	0	0	0	0	0
gehlodon	0	1	0	0	0	0	0	0	0	0	0
